Variable,Label
DP03_0136PEA,Annotation of Percent!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!People in families
DP03_0088PEA,Annotation of Percent!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars)
GEO_ID,Geography
DP03_0100PMA,Annotation of Percent Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 19 years
DP03_0087MA,Annotation of Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Families!!Mean family income (dollars)
DP03_0128MA,Annotation of Margin of Error!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people
DP03_0124PMA,Annotation of Percent Margin of Error!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families!!Married couple families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only
DP03_0067PMA,Annotation of Percent Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Social Security!!Mean Social Security income (dollars)
DP03_0055PMA,"Annotation of Percent Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25,000 to $34,999"
DP03_0112PMA,Annotation of Percent Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 19 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage
DP03_0100E,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 19 years
DP03_0074PE,Percent!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Food Stamp/SNAP benefits in the past 12 months
DP03_0008MA,Annotation of Margin of Error!!EMPLOYMENT STATUS!!Civilian labor force
DP03_0061MA,"Annotation of Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200,000 or more"
DP03_0039EA,Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Information
DP03_0092EA,Annotation of Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0128PE,Percent!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people
DP03_0115MA,Annotation of Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force:!!With health insurance coverage
DP03_0092PEA,Annotation of Percent!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0058E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75,000 to $99,999"
DP03_0031PMA,"Annotation of Percent Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
DP03_0013EA,Annotation of Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed
DP03_0080PEA,"Annotation of Percent!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Families!!$35,000 to $49,999"
DP03_0059E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$100,000 to $149,999"
DP03_0056E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$35,000 to $49,999"
DP03_0102EA,Annotation of Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 19 to 64 years
DP03_0079PEA,"Annotation of Percent!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Families!!$25,000 to $34,999"
DP03_0061PE,"Percent!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200,000 or more"
DP03_0008PE,Percent!!EMPLOYMENT STATUS!!Civilian labor force
DP03_0136PMA,Annotation of Percent Margin of Error!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!People in families
DP03_0057E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50,000 to $74,999"
DP03_0026EA,Annotation of Estimate!!OCCUPATION!!Civilian employed population 16 years and over
DP03_0043PMA,"Annotation of Percent Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services"
DP03_0054E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15,000 to $24,999"
DP03_0092PE,Percent!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0120EA,Annotation of Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families!!With related children of the householder under 18 years
DP03_0057EA,"Annotation of Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50,000 to $74,999"
DP03_0055E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25,000 to $34,999"
DP03_0102PE,Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 19 to 64 years
DP03_0003PEA,Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force
DP03_0052E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!Less than $10,000"
DP03_0039MA,Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Information
DP03_0027PEA,"Annotation of Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations"
DP03_0053E,"Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10,000 to $14,999"
DP03_0092MA,Annotation of Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0050E,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers
DP03_0013MA,Annotation of Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed
DP03_0026PE,Percent!!OCCUPATION!!Civilian employed population 16 years and over
DP03_0092PMA,Annotation of Percent Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0133EA,Annotation of Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over
DP03_0051E,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households
DP03_0044EA,"Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Other services, except public administration"
DP03_0102MA,Annotation of Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 19 to 64 years
DP03_0079PMA,"Annotation of Percent Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Families!!$25,000 to $34,999"
DP03_0115PE,Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force:!!With health insurance coverage
DP03_0080PMA,"Annotation of Percent Margin of Error!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Families!!$35,000 to $49,999"
DP03_0015PEA,Annotation of Percent!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force
DP03_0026MA,Annotation of Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over
DP03_0039PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Information
DP03_0108PEA,Annotation of Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 19 to 64 years!!In labor force:!!Employed:!!No health insurance coverage
DP04_0056PEA,Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier
DP04_0047E,Estimate!!HOUSING TENURE!!Occupied housing units!!Renter-occupied
DP04_0122PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0034EA,Annotation of Estimate!!ROOMS!!Total housing units!!7 rooms
DP04_0110PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0136MA,Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)
DP04_0046E,Estimate!!HOUSING TENURE!!Occupied housing units!!Owner-occupied
DP04_0068PEA,Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Wood
DP04_0016PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units
DP04_0003MA,Annotation of Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0109PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)
DP04_0134PMA,Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!Median (dollars)
DP04_0049E,Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit
DP04_0016MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units
DP04_0044PEA,Annotation of Percent!!BEDROOMS!!Total housing units!!5 or more bedrooms
DP04_0029PE,Percent!!ROOMS!!Total housing units!!2 rooms
DP04_0048E,Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit
DP04_0110EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0007PMA,"Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached"
DP04_0141EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0081PEA,"Annotation of Percent!!VALUE!!Owner-occupied units!!Less than $50,000"
DP04_0043E,Estimate!!BEDROOMS!!Total housing units!!4 bedrooms
DP04_0078EA,Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50
DP04_0003PE,Percent!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0042E,Estimate!!BEDROOMS!!Total housing units!!3 bedrooms
DP04_0032PEA,Annotation of Percent!!ROOMS!!Total housing units!!5 rooms
DP04_0047MA,Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Renter-occupied
DP04_0123MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0045E,Estimate!!HOUSING TENURE!!Occupied housing units
DP04_0136PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)
DP04_0019PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0093PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage
DP04_0044E,Estimate!!BEDROOMS!!Total housing units!!5 or more bedrooms
DP04_0020PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0021EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0110PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0056PMA,Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier
DP04_0047PE,Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied
DP04_0034MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!7 rooms
DP04_0044PMA,Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!5 or more bedrooms
DP04_0123PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0110MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0065EA,Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity
DP04_0141MA,Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0078MA,Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50
DP04_0032PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!5 rooms
DP04_0119EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent
DP04_0019PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0052EA,Annotation of Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2018 to 2020
DP04_0020PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0021MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0034PE,Percent!!ROOMS!!Total housing units!!7 rooms
DP04_0141PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0118PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent
DP04_0131PEA,"Annotation of Percent!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499"
DP04_0096PEA,"Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
DP04_0083EA,"Annotation of Estimate!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
DP04_0060PMA,Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available
DP04_0047PMA,Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Renter-occupied
DP04_0035PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!8 rooms
DP04_0106EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799
DP04_0096EA,"Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
DP04_0021PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0143PEA,Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed
DP04_0072PMA,Annotation of Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units
DP04_0065MA,Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity
DP04_0078PE,Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50
DP04_0106PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799
DP04_0017EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later
DP04_0023PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0084PMA,"Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
DP04_0070EA,Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel
DP04_0119MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent
DP04_0052PE,Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2018 to 2020
DP04_0096PMA,"Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
DP04_0011PMA,Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units
DP04_0065PE,Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity
DP04_0052MA,Annotation of Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2018 to 2020
DP04_0059PEA,Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available
DP04_0083MA,"Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
DP04_0124EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0131PMA,"Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499"
DP04_0118PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent
DP04_0096PE,"Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
DP04_0041E,Estimate!!BEDROOMS!!Total housing units!!2 bedrooms
DP04_0060PEA,Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available
DP04_0119PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent
DP04_0106MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799
DP04_0143PMA,Annotation of Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed
DP04_0096MA,"Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
DP04_0040E,Estimate!!BEDROOMS!!Total housing units!!1 bedroom
DP04_0007PEA,"Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached"
DP04_0106PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799
DP04_0004EA,Annotation of Estimate!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0137EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent
DP04_0017MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later
DP04_0072PEA,Annotation of Percent!!SELECTED CHARACTERISTICS!!Occupied housing units
DP04_0111EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent
DP04_0083PE,"Percent!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
DP04_0084PEA,"Annotation of Percent!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
DP04_0070MA,Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel
DP04_0106PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799
DP04_0059PMA,Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available
DP04_0048EA,Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit
DP04_0124MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0035E,Estimate!!ROOMS!!Total housing units!!8 rooms
DP04_0113PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0137PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent
DP04_0065PMA,Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity
DP04_0034E,Estimate!!ROOMS!!Total housing units!!7 rooms
DP04_0053PMA,Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2017
DP04_0022EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0125PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0070PE,Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel
DP04_0037E,Estimate!!ROOMS!!Total housing units!!Median rooms
DP04_0077PMA,Annotation of Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less
DP04_0035EA,Annotation of Estimate!!ROOMS!!Total housing units!!8 rooms
DP04_0101PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)
DP04_0036E,Estimate!!ROOMS!!Total housing units!!9 rooms or more
DP04_0137PEA,Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent
DP04_0137MA,Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent
DP04_0017PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later
DP04_0041PMA,Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!2 bedrooms
DP04_0004MA,Annotation of Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0031E,Estimate!!ROOMS!!Total housing units!!4 rooms
DP04_0090PMA,Annotation of Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units
DP04_0124PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0030E,Estimate!!ROOMS!!Total housing units!!3 rooms
DP04_0111MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent
DP04_0066EA,"Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
DP04_0089PMA,Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!Median (dollars)
DP04_0142EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more
DP04_0033E,Estimate!!ROOMS!!Total housing units!!6 rooms
DP04_0004PE,Percent!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0079EA,Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more
DP04_0032E,Estimate!!ROOMS!!Total housing units!!5 rooms
DP04_0048MA,Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit
DP04_0028PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!1 room
DP04_0113PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0053EA,Annotation of Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2017
DP04_0065PEA,Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity
DP04_0013PEA,Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!20 or more units
DP04_0001PEA,Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units
DP04_0125PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0022MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0035PE,Percent!!ROOMS!!Total housing units!!8 rooms
DP04_0111PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent
DP04_0077PEA,Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less
DP04_0048PE,Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit
